Animal ID,Outcome Date,Outcome Type,Age upon Outcomes(years)
A771857,2018-05-11,Transfer,0.0
A775156,2018-06-28,Transfer,0.0
A761355,2017-11-09,Transfer,0.0
A670744,2014-01-17,Transfer,13.0
A730593,2016-07-11,Adoption or RTO,1.0
A680401,2014-06-23,Transfer,0.0
A753885,2017-07-15,Died or Missing,0.0
A680164,2014-05-30,Transfer,0.0
A696243,2016-08-05,Adoption or RTO,12.0
A749006,2017-05-11,Adoption or RTO,10.0
A795902,2019-09-14,Adoption or RTO,0.0
A568525,2017-09-02,Adoption or RTO,7.0
A670656,2014-01-17,Adoption or RTO,6.0
A672912,2014-02-25,Died or Missing,1.0
A672690,2014-02-19,Adoption or RTO,1.0
A747669,2017-04-23,Transfer,0.0
A790111,2019-06-25,Adoption or RTO,8.0
A735349,2016-09-29,Transfer,0.0
A824167,2020-10-16,Transfer,0.0
A716571,2015-11-25,Transfer,4.0
A801246,2020-03-18,Transfer,2.0
A780269,2018-10-30,Adoption or RTO,0.0
A800993,2019-11-09,Adoption or RTO,0.0
A711408,2015-09-07,Transfer,0.0
A791239,2019-03-27,Transfer,6.0
A770104,2018-07-09,Adoption or RTO,0.0
A690904,2014-10-31,Adoption or RTO,0.0
A774831,2018-06-26,Transfer,0.0
A721145,2016-03-09,Adoption or RTO,4.0
A795448,2019-06-28,Transfer,0.0
A788774,2019-02-12,Transfer,0.0
A679751,2014-07-12,Adoption or RTO,0.0
A753190,2017-10-02,Transfer,8.0
A715354,2015-11-14,Adoption or RTO,0.0
A659897,2018-12-30,Adoption or RTO,5.0
A728547,2016-08-04,Adoption or RTO,0.0
A767771,2018-03-10,Transfer,1.0
A627604,2014-11-20,Transfer,5.0
A741147,2016-12-30,Transfer,5.0
A666961,2013-11-11,Transfer,2.0
A800805,2019-08-03,Died or Missing,0.0
A808483,2019-11-09,Transfer,0.0
A754187,2017-07-17,Transfer,0.0
A778796,2018-08-25,Adoption or RTO,0.0
A753345,2017-07-07,Transfer,0.0
A665140,2013-10-14,Transfer,0.0
A712759,2018-06-03,Adoption or RTO,2.0
A670044,2014-01-01,Euthanasia,3.0
A767067,2018-02-27,Transfer,0.0
A725645,2016-07-09,Adoption or RTO,0.0
A705049,2015-07-02,Transfer,0.0
A752033,2017-07-14,Adoption or RTO,0.0
A763164,2017-12-17,Adoption or RTO,0.0
A751720,2017-07-22,Adoption or RTO,0.0
A762682,2017-12-01,Transfer,1.0
A679939,2014-05-28,Euthanasia,2.0
A799323,2019-07-27,Adoption or RTO,0.0
A704840,2015-06-17,Adoption or RTO,8.0
A814236,2020-03-01,Transfer,2.0
A737054,2016-10-21,Transfer,0.0
A728802,2016-06-13,Adoption or RTO,0.0
A685476,2014-08-21,Adoption or RTO,1.0
A707350,2015-08-11,Transfer,2.0
A690416,2014-12-26,Adoption or RTO,0.0
A680674,2014-06-05,Transfer,0.0
A695697,2015-01-21,Transfer,0.0
A812025,2020-01-14,Adoption or RTO,6.0
A766770,2018-02-19,Died or Missing,2.0
A651936,2016-03-06,Adoption or RTO,3.0
A798988,2019-09-29,Adoption or RTO,0.0
A682479,2014-06-28,Transfer,0.0
A777108,2018-08-07,Transfer,2.0
A787848,2019-01-21,Transfer,12.0
A691282,2014-11-14,Transfer,0.0
A683320,2014-07-14,Transfer,0.0
A719223,2016-02-15,Adoption or RTO,11.0
A734999,2016-09-17,Transfer,0.0
A742388,2017-01-29,Adoption or RTO,2.0
A686462,2014-09-11,Adoption or RTO,0.0
A751786,2017-06-12,Euthanasia,0.0
A695288,2015-01-17,Adoption or RTO,2.0
A825169,2020-11-13,Adoption or RTO,2.0
A774544,2018-06-20,Transfer,12.0
A698207,2015-03-07,Euthanasia,7.0
A792820,2019-04-15,Transfer,0.0
A692472,2014-11-21,Euthanasia,0.0
A683029,2014-07-12,Transfer,0.0
A665278,2013-10-17,Transfer,0.0
A787818,2019-03-22,Adoption or RTO,1.0
A678609,2014-07-13,Adoption or RTO,0.0
A774917,2018-06-22,Transfer,0.0
A711618,2015-09-10,Transfer,3.0
A725593,2016-05-06,Adoption or RTO,8.0
A779132,2018-09-30,Adoption or RTO,0.0
A735387,2017-01-02,Adoption or RTO,0.0
A755144,2017-07-29,Transfer,0.0
A757208,2017-09-04,Adoption or RTO,0.0
A739385,2016-12-04,Adoption or RTO,11.0
A692875,2014-12-23,Adoption or RTO,0.0
A818093,2020-07-03,Transfer,0.0
A774909,2018-07-01,Adoption or RTO,0.0
A682937,2014-07-22,Adoption or RTO,0.0
A760699,2017-10-25,Transfer,0.0
A773834,2018-07-31,Adoption or RTO,0.0
A726418,2016-08-08,Adoption or RTO,0.0
A762639,2017-11-22,Transfer,0.0
A684860,2014-07-29,Transfer,0.0
A662259,2013-10-22,Adoption or RTO,0.0
A758944,2017-10-08,Adoption or RTO,7.0
A823049,2020-11-12,Adoption or RTO,0.0
A821700,2020-08-19,Transfer,3.0
A777667,2018-08-05,Transfer,0.0
A620350,2016-06-14,Adoption or RTO,6.0
A809120,2019-11-21,Transfer,0.0
A681362,2014-06-16,Transfer,1.0
A707559,2015-07-17,Adoption or RTO,3.0
A804583,2019-09-19,Transfer,0.0
A749572,2017-05-16,Transfer,0.0
A797113,2019-06-21,Transfer,0.0
A823850,2020-10-26,Adoption or RTO,0.0
A705798,2015-06-24,Transfer,0.0
A709168,2015-08-11,Transfer,0.0
A778601,2018-08-21,Adoption or RTO,0.0
A792896,2019-04-17,Transfer,1.0
A690041,2014-11-08,Adoption or RTO,0.0
A795707,2019-06-09,Transfer,0.0
A723522,2016-04-18,Transfer,2.0
A773372,2018-07-06,Adoption or RTO,1.0
A809989,2019-12-19,Adoption or RTO,0.0
A710648,2015-09-01,Transfer,1.0
A726331,2016-07-03,Adoption or RTO,0.0
A749971,2017-05-23,Adoption or RTO,0.0
A792323,2019-04-10,Transfer,0.0
A678726,2014-05-12,Transfer,0.0
A760704,2017-10-26,Adoption or RTO,0.0
A773038,2018-06-14,Adoption or RTO,0.0
A570664,2017-06-09,Transfer,7.0
A727609,2016-07-18,Adoption or RTO,0.0
A813455,2020-02-15,Transfer,2.0
A769000,2018-03-30,Adoption or RTO,0.0
A797471,2019-06-14,Transfer,0.0
A755532,2017-08-12,Adoption or RTO,0.0
A806327,2019-10-14,Transfer,12.0
A673352,2014-02-25,Euthanasia,1.0
A775627,2018-08-18,Adoption or RTO,0.0
A684820,2014-08-06,Transfer,0.0
A686327,2014-08-20,Transfer,0.0
A717277,2015-12-14,Transfer,0.0
A706524,2015-06-30,Transfer,0.0
A700891,2015-04-21,Transfer,2.0
A706421,2015-07-19,Adoption or RTO,0.0
A680317,2014-06-29,Adoption or RTO,0.0
A775961,2018-07-09,Transfer,0.0
A697186,2015-02-20,Transfer,1.0
A775420,2018-07-02,Transfer,3.0
A817860,2020-05-28,Transfer,0.0
A728989,2016-06-25,Transfer,0.0
A802957,2019-11-30,Adoption or RTO,0.0
A768373,2018-03-26,Adoption or RTO,0.0
A762323,2017-12-22,Adoption or RTO,0.0
A822186,2020-09-08,Adoption or RTO,0.0
A708112,2015-09-08,Transfer,0.0
A749555,2017-08-22,Transfer,0.0
A658725,2013-11-26,Adoption or RTO,0.0
A691298,2014-11-02,Euthanasia,2.0
A796961,2019-08-22,Adoption or RTO,0.0
A812562,2020-02-05,Adoption or RTO,2.0
A800216,2019-08-11,Adoption or RTO,0.0
A807509,2019-10-30,Transfer,0.0
A796644,2019-06-28,Transfer,0.0
A758458,2017-09-18,Euthanasia,8.0
A735836,2016-10-09,Adoption or RTO,1.0
A776055,2018-07-08,Transfer,0.0
A677084,2014-04-26,Adoption or RTO,0.0
A761017,2017-12-14,Adoption or RTO,0.0
A729590,2016-07-09,Adoption or RTO,3.0
A800570,2019-08-03,Adoption or RTO,3.0
A785191,2018-12-02,Adoption or RTO,0.0
A734664,2016-09-10,Transfer,0.0
A708636,2015-08-15,Adoption or RTO,0.0
A730455,2016-10-26,Adoption or RTO,0.0
A690902,2014-11-18,Adoption or RTO,0.0
A793353,2019-04-24,Transfer,2.0
A811733,2020-03-15,Adoption or RTO,1.0
A747341,2018-09-09,Adoption or RTO,1.0
A699387,2015-03-27,Euthanasia,14.0
A741621,2017-01-14,Adoption or RTO,2.0
A705349,2015-07-19,Adoption or RTO,0.0
A781052,2018-12-05,Adoption or RTO,0.0
A712272,2015-09-23,Transfer,0.0
A819885,2020-07-14,Transfer,0.0
A683848,2014-07-23,Transfer,3.0
A736154,2016-10-05,Transfer,0.0
A787549,2019-01-19,Adoption or RTO,0.0
A739386,2016-12-02,Transfer,1.0
A819812,2020-07-29,Adoption or RTO,0.0
A658724,2014-04-20,Adoption or RTO,0.0
A733136,2016-08-19,Adoption or RTO,7.0
A711748,2015-09-15,Adoption or RTO,0.0
A707739,2015-10-04,Adoption or RTO,4.0
A709078,2015-08-21,Transfer,0.0
A701061,2015-06-04,Adoption or RTO,0.0
A801389,2019-08-03,Transfer,0.0
A702769,2015-05-17,Transfer,0.0
A782745,2018-10-22,Adoption or RTO,2.0
A702052,2015-05-09,Transfer,0.0
A811188,2019-12-29,Adoption or RTO,2.0
A678785,2014-06-17,Adoption or RTO,0.0
A748362,2017-05-05,Adoption or RTO,3.0
A770532,2018-04-30,Adoption or RTO,14.0
A785955,2018-12-21,Adoption or RTO,0.0
A692349,2014-11-25,Transfer,1.0
A783727,2018-11-06,Transfer,0.0
A801209,2019-08-06,Transfer,1.0
A757893,2017-09-08,Transfer,0.0
A704946,2015-06-12,Transfer,2.0
A663599,2013-10-14,Adoption or RTO,1.0
A734278,2016-09-04,Transfer,2.0
A700467,2015-04-15,Transfer,1.0
A778373,2018-08-16,Transfer,0.0
A737689,2017-01-13,Adoption or RTO,0.0
A795637,2019-06-23,Adoption or RTO,0.0
A773625,2018-06-12,Transfer,0.0
A822735,2020-10-24,Adoption or RTO,0.0
A781179,2018-10-21,Transfer,0.0
A800690,2019-08-06,Transfer,0.0
A715444,2015-11-05,Transfer,1.0
A705020,2015-07-04,Died or Missing,0.0
A727131,2016-05-24,Transfer,0.0
A673042,2014-02-26,Transfer,1.0
A726246,2016-05-26,Euthanasia,9.0
A772940,2018-06-03,Adoption or RTO,0.0
A753223,2017-07-10,Adoption or RTO,0.0
A798719,2019-07-04,Transfer,1.0
A750451,2017-06-18,Adoption or RTO,0.0
A723596,2016-04-04,Transfer,0.0
A735805,2016-10-03,Adoption or RTO,2.0
A712747,2015-10-21,Transfer,4.0
A701502,2015-05-26,Adoption or RTO,0.0
A705769,2015-09-26,Adoption or RTO,0.0
A714241,2015-11-07,Adoption or RTO,4.0
A728638,2016-06-13,Transfer,0.0
A715362,2015-11-05,Transfer,0.0
A738804,2016-11-23,Transfer,0.0
A813436,2020-02-16,Adoption or RTO,2.0
A761061,2017-11-01,Transfer,4.0
A808931,2019-11-22,Transfer,2.0
A693829,2014-12-24,Adoption or RTO,4.0
A679928,2016-05-16,Transfer,2.0
A794600,2020-03-04,Adoption or RTO,0.0
A737412,2016-12-09,Adoption or RTO,0.0
A731857,2016-07-28,Transfer,0.0
A730085,2016-06-29,Transfer,0.0
A797318,2019-06-12,Transfer,0.0
A805158,2019-09-28,Adoption or RTO,0.0
A672660,2014-03-08,Transfer,1.0
A711225,2015-09-09,Adoption or RTO,0.0
A817389,2020-12-01,Adoption or RTO,0.0
A731670,2016-08-17,Transfer,0.0
A732774,2017-02-27,Adoption or RTO,3.0
A699746,2015-04-11,Adoption or RTO,2.0
A723627,2016-06-14,Adoption or RTO,0.0
A749081,2017-05-11,Transfer,0.0
A802882,2019-08-30,Adoption or RTO,0.0
A758945,2017-10-08,Adoption or RTO,7.0
A749690,2017-05-22,Adoption or RTO,6.0
A685318,2014-08-05,Transfer,0.0
A748829,2017-05-17,Transfer,2.0
A749809,2017-06-27,Adoption or RTO,11.0
A776058,2018-07-21,Adoption or RTO,0.0
A731531,2016-09-16,Adoption or RTO,0.0
A804897,2019-10-12,Transfer,12.0
A762273,2017-11-18,Transfer,0.0
A784578,2018-11-25,Adoption or RTO,0.0
A679589,2014-06-24,Adoption or RTO,10.0
A665550,2013-10-23,Adoption or RTO,0.0
A683405,2014-11-07,Adoption or RTO,0.0
A796647,2019-06-28,Transfer,0.0
A721099,2016-03-03,Adoption or RTO,0.0
A818166,2020-06-03,Transfer,0.0
A747783,2017-06-09,Adoption or RTO,0.0
A791407,2019-03-26,Transfer,0.0
A664182,2013-10-14,Transfer,0.0
A701582,2015-05-01,Transfer,0.0
A792880,2019-04-16,Transfer,0.0
A822149,2020-08-31,Adoption or RTO,0.0
A712062,2015-09-17,Transfer,1.0
A734460,2017-01-24,Adoption or RTO,0.0
A704830,2015-09-01,Adoption or RTO,0.0
A690839,2014-12-06,Adoption or RTO,0.0
A818512,2020-06-10,Transfer,0.0
A780871,2018-11-16,Adoption or RTO,0.0
A759118,2017-11-15,Adoption or RTO,0.0
A807510,2019-10-30,Transfer,0.0
A779243,2018-10-02,Adoption or RTO,0.0
A671730,2014-02-22,Adoption or RTO,1.0
A806588,2019-11-09,Adoption or RTO,2.0
A780230,2018-09-18,Adoption or RTO,0.0
A785755,2018-12-13,Transfer,2.0
A788490,2019-02-17,Adoption or RTO,1.0
A718879,2016-01-20,Transfer,1.0
A701186,2015-04-25,Euthanasia,2.0
A744678,2017-03-06,Transfer,1.0
A799750,2019-09-14,Adoption or RTO,0.0
A756234,2017-08-22,Adoption or RTO,0.0
A711692,2015-09-11,Transfer,0.0
A776833,2018-07-23,Transfer,0.0
A735328,2016-10-05,Transfer,2.0
A764539,2018-03-25,Adoption or RTO,5.0
A760180,2017-10-15,Transfer,0.0
A740058,2017-01-10,Adoption or RTO,0.0
A751739,2017-06-17,Adoption or RTO,3.0
A756252,2017-09-30,Adoption or RTO,0.0
A803942,2019-09-19,Transfer,0.0
A697206,2015-02-20,Transfer,0.0
A709160,2015-08-20,Adoption or RTO,0.0
A753728,2017-10-07,Adoption or RTO,0.0
A776208,2018-07-13,Transfer,0.0
A784595,2018-11-23,Adoption or RTO,0.0
A787367,2019-06-06,Adoption or RTO,2.0
A685870,2014-08-20,Transfer,0.0
A733880,2016-08-29,Transfer,2.0
A715028,2015-11-02,Euthanasia,1.0
A771930,2018-05-16,Transfer,0.0
A708351,2015-07-26,Transfer,0.0
A668393,2013-12-07,Adoption or RTO,0.0
A698684,2015-05-13,Adoption or RTO,2.0
A780045,2018-09-19,Transfer,1.0
A773437,2018-07-14,Adoption or RTO,3.0
A703596,2015-06-09,Adoption or RTO,3.0
A808828,2019-11-16,Transfer,0.0
A758425,2017-10-29,Adoption or RTO,8.0
A791543,2019-03-28,Adoption or RTO,2.0
A793391,2019-04-28,Adoption or RTO,0.0
A776586,2019-12-11,Adoption or RTO,3.0
A694056,2014-12-20,Transfer,1.0
A713982,2015-10-17,Transfer,2.0
A809053,2019-12-26,Adoption or RTO,0.0
A680984,2014-06-15,Transfer,0.0
A771716,2018-05-09,Transfer,0.0
A687593,2014-09-07,Transfer,0.0
A704016,2015-05-31,Transfer,0.0
A751764,2017-06-18,Adoption or RTO,0.0
A695769,2015-01-23,Adoption or RTO,0.0
A752427,2017-06-22,Transfer,0.0
A771849,2018-05-11,Transfer,0.0
A691395,2014-11-04,Transfer,0.0
A747981,2017-05-01,Adoption or RTO,0.0
A692592,2014-12-30,Adoption or RTO,7.0
A750631,2017-06-01,Transfer,0.0
A806401,2019-11-23,Adoption or RTO,1.0
A672196,2014-06-02,Adoption or RTO,0.0
A725384,2016-05-05,Adoption or RTO,5.0
A692356,2014-11-25,Transfer,0.0
A749768,2017-05-19,Transfer,0.0
A774660,2018-07-30,Adoption or RTO,0.0
A752945,2017-07-11,Transfer,0.0
A818926,2020-07-09,Transfer,0.0
A706024,2015-07-04,Transfer,0.0
A813097,2020-02-16,Adoption or RTO,0.0
A685670,2014-08-11,Euthanasia,0.0
A662197,2013-10-10,Transfer,1.0
A750640,2017-07-01,Adoption or RTO,0.0
A723215,2016-04-07,Transfer,1.0
A680478,2014-09-13,Transfer,2.0
A682007,2015-03-24,Transfer,1.0
A714342,2015-11-25,Adoption or RTO,0.0
A693457,2014-12-08,Euthanasia,10.0
A765375,2018-01-21,Euthanasia,0.0
A735208,2016-09-23,Transfer,0.0
A796165,2019-06-08,Transfer,15.0
A660041,2013-10-03,Adoption or RTO,0.0
A776733,2018-08-18,Adoption or RTO,6.0
A743656,2017-02-14,Transfer,0.0
A714001,2015-12-29,Adoption or RTO,0.0
A802926,2019-08-26,Transfer,2.0
A717709,2015-12-18,Adoption or RTO,0.0
A731435,2016-08-13,Transfer,0.0
A680325,2014-07-07,Transfer,0.0
A751125,2017-06-19,Adoption or RTO,1.0
A657347,2014-09-14,Adoption or RTO,1.0
A752341,2017-07-13,Adoption or RTO,0.0
A757794,2017-09-06,Transfer,0.0
A759985,2017-10-21,Adoption or RTO,0.0
A742798,2017-01-29,Transfer,2.0
A792080,2019-06-12,Adoption or RTO,0.0
A770219,2018-04-17,Transfer,0.0
A772583,2018-05-25,Transfer,2.0
A798255,2019-06-28,Adoption or RTO,0.0
A680316,2014-06-07,Adoption or RTO,0.0
A687005,2014-08-30,Euthanasia,3.0
A685317,2014-08-05,Transfer,0.0
A736459,2016-11-06,Adoption or RTO,0.0
A725152,2016-07-09,Adoption or RTO,0.0
A818864,2020-08-11,Adoption or RTO,0.0
A785012,2018-11-29,Transfer,8.0
A754103,2017-07-23,Transfer,2.0
A771391,2018-05-04,Transfer,0.0
A705002,2015-06-25,Euthanasia,8.0
A696567,2015-02-12,Adoption or RTO,1.0
A772605,2018-07-09,Adoption or RTO,2.0
A747694,2017-05-01,Transfer,1.0
A714487,2015-10-29,Transfer,0.0
A822170,2020-08-28,Adoption or RTO,6.0
A704917,2015-07-19,Adoption or RTO,0.0
A665943,2013-11-06,Adoption or RTO,3.0
A761258,2017-11-06,Adoption or RTO,0.0
A764501,2018-01-13,Adoption or RTO,1.0
A823818,2020-10-16,Died or Missing,10.0
A752404,2017-06-22,Transfer,0.0
A782610,2018-12-08,Adoption or RTO,0.0
A774378,2018-06-15,Transfer,12.0
A753220,2017-07-24,Adoption or RTO,0.0
A814198,2020-05-23,Adoption or RTO,10.0
A689045,2014-09-28,Transfer,0.0
A760571,2017-10-20,Transfer,0.0
A706828,2015-07-19,Adoption or RTO,0.0
A735283,2017-02-28,Adoption or RTO,0.0
A730823,2016-07-11,Transfer,0.0
A802226,2019-10-28,Adoption or RTO,0.0
A571995,2017-12-20,Adoption or RTO,7.0
A817381,2020-05-15,Died or Missing,0.0
A723732,2016-08-19,Adoption or RTO,0.0
A762153,2017-11-21,Adoption or RTO,0.0
A713227,2016-01-15,Adoption or RTO,0.0
A684419,2014-07-24,Transfer,0.0
A681772,2014-12-09,Adoption or RTO,1.0
A714016,2015-12-18,Adoption or RTO,0.0
A690080,2014-10-17,Transfer,0.0
A751758,2017-06-19,Transfer,0.0
A687333,2014-09-06,Transfer,0.0
A813381,2020-02-16,Adoption or RTO,5.0
A725514,2016-09-30,Adoption or RTO,0.0
A747552,2017-05-09,Transfer,4.0
A679144,2014-08-10,Adoption or RTO,1.0
A760902,2017-10-29,Adoption or RTO,0.0
A553385,2018-07-17,Adoption or RTO,9.0
A715556,2015-11-09,Transfer,0.0
A708604,2015-07-30,Transfer,0.0
A811276,2020-01-06,Adoption or RTO,0.0
A783038,2018-11-02,Adoption or RTO,9.0
A678472,2014-05-10,Transfer,0.0
A707457,2015-09-19,Adoption or RTO,0.0
A784728,2018-11-26,Adoption or RTO,2.0
A664238,2013-10-01,Euthanasia,0.0
A791459,2019-06-18,Adoption or RTO,0.0
A678248,2014-05-21,Transfer,0.0
A699713,2015-04-02,Transfer,0.0
A757187,2017-09-27,Transfer,1.0
A680926,2014-06-10,Transfer,0.0
A710281,2015-09-05,Adoption or RTO,0.0
A761005,2017-11-24,Adoption or RTO,7.0
A703893,2015-07-02,Transfer,0.0
A763926,2017-12-22,Adoption or RTO,0.0
A712377,2015-09-23,Transfer,7.0
A797038,2019-06-25,Adoption or RTO,0.0
A806297,2019-11-15,Adoption or RTO,0.0
A733861,2016-08-29,Transfer,0.0
A350375,2017-05-23,Transfer,14.0
A695423,2015-01-16,Adoption or RTO,1.0
A781071,2018-11-24,Adoption or RTO,0.0
A695005,2015-01-08,Transfer,1.0
A574029,2016-08-24,Adoption or RTO,8.0
A717462,2015-12-21,Transfer,2.0
A824106,2021-01-05,Transfer,6.0
A693020,2014-12-16,Adoption or RTO,16.0
A738258,2016-11-26,Adoption or RTO,1.0
A689107,2014-10-03,Adoption or RTO,0.0
A785574,2018-12-17,Adoption or RTO,0.0
A765441,2018-01-24,Adoption or RTO,0.0
A679781,2014-06-20,Adoption or RTO,0.0
A798620,2019-07-04,Transfer,0.0
A756841,2017-09-05,Transfer,1.0
A799965,2019-07-31,Died or Missing,0.0
A734819,2016-09-19,Transfer,0.0
A812363,2020-12-18,Adoption or RTO,4.0
A750454,2017-05-31,Adoption or RTO,0.0
A684116,2014-07-19,Euthanasia,12.0
A734356,2016-10-18,Adoption or RTO,0.0
A706987,2015-07-19,Adoption or RTO,0.0
A705640,2015-06-19,Transfer,0.0
A732807,2016-08-13,Transfer,0.0
A691262,2014-11-03,Transfer,0.0
A805533,2019-10-02,Adoption or RTO,0.0
A775723,2018-08-20,Adoption or RTO,0.0
A660137,2013-10-12,Adoption or RTO,0.0
A703795,2015-05-31,Euthanasia,14.0
A754452,2017-07-25,Transfer,0.0
A677094,2014-06-29,Adoption or RTO,0.0
A718349,2016-01-08,Transfer,2.0
A779282,2018-09-02,Transfer,0.0
A682531,2014-06-30,Transfer,2.0
A759792,2017-10-11,Adoption or RTO,0.0
A666286,2013-12-09,Adoption or RTO,0.0
A749060,2017-05-11,Transfer,0.0
A688736,2015-01-11,Transfer,0.0
A678196,2014-05-15,Adoption or RTO,1.0
A774370,2018-06-14,Transfer,0.0
A676704,2014-04-30,Transfer,0.0
A748603,2017-05-07,Transfer,0.0
A726583,2016-07-09,Adoption or RTO,0.0
A757227,2017-10-08,Adoption or RTO,0.0
A767829,2018-03-15,Transfer,1.0
A819862,2020-07-07,Transfer,0.0
A715106,2015-11-11,Transfer,4.0
A773728,2018-06-19,Transfer,0.0
A772542,2018-06-09,Transfer,0.0
A786703,2018-12-31,Died or Missing,2.0
A751747,2017-07-09,Adoption or RTO,0.0
A781055,2018-12-13,Adoption or RTO,0.0
A712125,2015-09-27,Adoption or RTO,0.0
A708516,2015-07-29,Transfer,0.0
A794203,2019-06-22,Adoption or RTO,0.0
A758053,2018-01-15,Transfer,1.0
A669860,2014-01-01,Adoption or RTO,1.0
A696563,2015-02-08,Transfer,2.0
A685421,2014-08-07,Euthanasia,8.0
A702203,2015-05-10,Transfer,0.0
A664928,2013-10-21,Transfer,5.0
A767092,2018-02-27,Transfer,2.0
A801204,2019-08-01,Transfer,0.0
A808101,2019-12-31,Adoption or RTO,0.0
A679523,2014-05-23,Transfer,1.0
A701711,2015-05-03,Transfer,0.0
A712239,2015-10-21,Transfer,0.0
A719281,2016-02-03,Transfer,0.0
A715558,2015-11-09,Transfer,0.0
A729106,2016-06-23,Adoption or RTO,0.0
A675348,2014-03-26,Transfer,0.0
A759037,2017-12-24,Adoption or RTO,3.0
A704104,2015-06-09,Adoption or RTO,0.0
A823624,2020-10-07,Adoption or RTO,0.0
A795594,2019-08-16,Adoption or RTO,0.0
A685108,2014-09-27,Adoption or RTO,0.0
A748830,2017-05-17,Transfer,0.0
A724580,2016-05-09,Transfer,1.0
A795100,2019-05-16,Transfer,0.0
A664448,2013-10-03,Transfer,0.0
A730384,2016-07-09,Adoption or RTO,1.0
A776767,2018-07-18,Transfer,0.0
A685122,2014-08-16,Transfer,0.0
A752650,2017-07-17,Adoption or RTO,0.0
A813460,2020-02-18,Adoption or RTO,0.0
A731551,2016-08-13,Transfer,1.0
A710916,2015-11-06,Adoption or RTO,0.0
A802913,2019-09-25,Adoption or RTO,0.0
A725758,2016-05-06,Adoption or RTO,0.0
A689561,2014-11-06,Adoption or RTO,0.0
A714974,2015-11-23,Adoption or RTO,0.0
A777613,2018-08-04,Adoption or RTO,0.0
A748941,2017-08-17,Adoption or RTO,0.0
A752935,2017-07-31,Adoption or RTO,0.0
A722062,2016-03-21,Transfer,2.0
A668730,2013-12-12,Adoption or RTO,0.0
A667867,2013-12-01,Transfer,0.0
A814618,2020-03-03,Died or Missing,1.0
A766919,2018-04-07,Adoption or RTO,0.0
A709744,2015-08-12,Transfer,0.0
A674102,2014-03-08,Transfer,3.0
A814741,2020-03-05,Died or Missing,2.0
A771258,2018-05-02,Euthanasia,2.0
A825952,2020-11-22,Adoption or RTO,0.0
A775332,2018-07-02,Adoption or RTO,0.0
A772084,2018-06-23,Adoption or RTO,0.0
A807371,2019-10-28,Adoption or RTO,0.0
A802948,2019-08-29,Transfer,0.0
A669884,2013-12-29,Euthanasia,0.0
A724170,2016-04-13,Transfer,0.0
A688617,2014-09-21,Transfer,0.0
A746266,2017-05-06,Adoption or RTO,3.0
A767405,2018-03-03,Transfer,0.0
A736086,2016-12-02,Adoption or RTO,0.0
A623498,2014-06-19,Transfer,2.0
A765040,2018-01-14,Transfer,1.0
A712326,2015-09-25,Adoption or RTO,0.0
A807573,2019-11-02,Transfer,2.0
A677488,2014-04-28,Transfer,0.0
A725260,2016-06-30,Adoption or RTO,0.0
A724666,2016-04-24,Adoption or RTO,0.0
A697640,2015-03-09,Transfer,1.0
A762749,2017-12-01,Transfer,0.0
A811114,2020-01-02,Transfer,1.0
A764093,2017-12-26,Adoption or RTO,0.0
A822710,2020-11-24,Adoption or RTO,0.0
A705245,2015-06-23,Transfer,2.0
A801766,2019-08-14,Transfer,0.0
A712979,2015-10-04,Transfer,0.0
A770477,2018-04-24,Transfer,3.0
A702532,2015-06-23,Adoption or RTO,1.0
A742914,2017-01-31,Euthanasia,14.0
A732039,2016-08-01,Transfer,0.0
A792019,2019-04-08,Adoption or RTO,13.0
A789525,2019-03-23,Adoption or RTO,0.0
A688005,2019-09-05,Adoption or RTO,5.0
A753737,2017-09-18,Adoption or RTO,0.0
A679752,2014-07-12,Adoption or RTO,0.0
A753881,2017-07-17,Adoption or RTO,2.0
A752715,2017-07-25,Adoption or RTO,2.0
A703960,2015-05-30,Transfer,0.0
A725263,2016-06-28,Adoption or RTO,1.0
A755807,2017-08-17,Transfer,0.0
A752024,2017-07-30,Transfer,0.0
A673838,2014-03-25,Transfer,3.0
A803364,2019-09-01,Transfer,0.0
A674649,2014-03-16,Transfer,0.0
A777321,2018-08-23,Adoption or RTO,0.0
A662258,2013-10-20,Died or Missing,0.0
A694678,2015-01-03,Transfer,1.0
A730921,2016-07-19,Adoption or RTO,12.0
A793303,2019-06-11,Adoption or RTO,0.0
A773635,2018-06-06,Transfer,4.0
A767621,2018-04-26,Adoption or RTO,0.0
A780374,2018-09-13,Transfer,0.0
A752638,2017-06-29,Transfer,3.0
A670464,2014-01-10,Adoption or RTO,1.0
A751974,2017-06-21,Transfer,0.0
A706545,2015-07-01,Transfer,1.0
A808080,2019-11-07,Transfer,6.0
A821091,2020-08-04,Transfer,0.0
A803356,2019-11-25,Adoption or RTO,0.0
A688304,2014-10-30,Adoption or RTO,0.0
A798922,2019-07-07,Transfer,2.0
A680407,2014-06-07,Adoption or RTO,0.0
A713441,2015-10-16,Adoption or RTO,2.0
A781111,2018-10-15,Adoption or RTO,0.0
A678104,2014-05-04,Transfer,0.0
A685276,2014-08-12,Transfer,0.0
A718361,2016-01-06,Euthanasia,0.0
A819255,2020-08-04,Transfer,0.0
A770480,2018-06-19,Adoption or RTO,0.0
A805652,2019-11-07,Adoption or RTO,0.0
